scope,spoken_form,action,language_scope,lists_used,source
Global,kill tank, key(7) sleep(30ms) key(a) sleep(30ms) mouse_click(0),,,games\company_of_heroes_2.talon
Global,reverse, key(u) sleep(30ms) mouse_click(0),,,games\company_of_heroes_2.talon
Global,retreat, key(u) sleep(30ms) mouse_click(0),,,games\company_of_heroes_2.talon
Global,antitank, key(7),,,games\company_of_heroes_2.talon
Global,[get] gammon [bomb]," position_x = user.query_mouse_position_x() position_y = user.query_mouse_position_y() mouse_move(1790, 1025) sleep(30ms) mouse_click(0) sleep(30ms) mouse_move(position_x , position_y )",,,games\company_of_heroes_2.talon
Global,one attack, key(1) sleep(30ms) key(a) sleep(30ms) mouse_click(0),,,games\company_of_heroes_2.talon
Global,two attack, key(2) sleep(30ms) key(a) sleep(30ms) mouse_click(0),,,games\company_of_heroes_2.talon
Global,three attack, key(3) sleep(30ms) key(a) sleep(30ms) mouse_click(0),,,games\company_of_heroes_2.talon
Global,four attack, key(4) sleep(30ms) key(a) sleep(30ms) mouse_click(0),,,games\company_of_heroes_2.talon
Global,five attack, key(5) sleep(30ms) key(a) sleep(30ms) mouse_click(0),,,games\company_of_heroes_2.talon
Global,six attack, key(6) sleep(30ms) key(a) sleep(30ms) mouse_click(0),,,games\company_of_heroes_2.talon
Global,seven attack, key(7) sleep(30ms) key(a) sleep(30ms) mouse_click(0),,,games\company_of_heroes_2.talon
Global,eight attack, key(8) sleep(30ms) key(a) sleep(30ms) mouse_click(0),,,games\company_of_heroes_2.talon
Global,nine attack, key(9) sleep(30ms) key(a) sleep(30ms) mouse_click(0),,,games\company_of_heroes_2.talon
Global,zero attack, key(0) sleep(30ms) key(a) sleep(30ms) mouse_click(0),,,games\company_of_heroes_2.talon
Global,rotate small," key(alt:down) position_x = user.query_mouse_position_x() position_y = user.query_mouse_position_y() adjustment = 100 sleep(300ms) mouse_move(position_x - adjustment , position_y) sleep(300ms) key(alt:up)",,,games\company_of_heroes_2.talon
Global,rotate right," key(alt:down) position_x = user.query_mouse_position_x() position_y = user.query_mouse_position_y() adjustment = 8000 sleep(300ms) mouse_move(position_x - adjustment , position_y) sleep(300ms) key(alt:up)",,,games\company_of_heroes_2.talon
Global,rotate left," key(alt:down) position_x = user.query_mouse_position_x() position_y = user.query_mouse_position_y() adjustment = 8000 sleep(300ms) mouse_move(position_x + adjustment , position_y) sleep(300ms) key(alt:up)",,,games\company_of_heroes_2.talon
Global,six o'clock," user.mouse_drag(1) sleep(100ms) position_x = user.query_mouse_position_x() position_y = user.query_mouse_position_y() mouse_move(position_x, position_y + 300) sleep(900ms) user.mouse_drag_end()",,,games\company_of_heroes_2.talon
Global,twelve o'clock," user.mouse_drag(1) sleep(100ms) position_x = user.query_mouse_position_x() position_y = user.query_mouse_position_y() mouse_move(position_x, position_y - 300) sleep(700ms) user.mouse_drag_end()",,,games\company_of_heroes_2.talon
Global,nine o'clock," user.mouse_drag(1) sleep(100ms) position_x = user.query_mouse_position_x() position_y = user.query_mouse_position_y() mouse_move(position_x - 300, position_y) sleep(700ms) user.mouse_drag_end()",,,games\company_of_heroes_2.talon
Global,three o'clock," sleep(100ms) user.mouse_drag(1) sleep(100ms) position_x = user.query_mouse_position_x() position_y = user.query_mouse_position_y() mouse_move(position_x + 300, position_y) sleep(700ms) user.mouse_drag_end()",,,games\company_of_heroes_2.talon
Global,one o'clock," user.mouse_drag(1) sleep(100ms) position_x = user.query_mouse_position_x() position_y = user.query_mouse_position_y() mouse_move(position_x + 66, position_y - 132) sleep(700ms) user.mouse_drag_end()",,,games\company_of_heroes_2.talon
Global,two o'clock," user.mouse_drag(1) sleep(100ms) position_x = user.query_mouse_position_x() position_y = user.query_mouse_position_y() mouse_move(position_x + 132, position_y - 66) sleep(700ms) user.mouse_drag_end()",,,games\company_of_heroes_2.talon
Global,four o'clock," user.mouse_drag(1) sleep(100ms) position_x = user.query_mouse_position_x() position_y = user.query_mouse_position_y() mouse_move(position_x + 132, position_y + 66) sleep(700ms) user.mouse_drag_end()",,,games\company_of_heroes_2.talon
Global,five o'clock," user.mouse_drag(1) sleep(100ms) position_x = user.query_mouse_position_x() position_y = user.query_mouse_position_y() mouse_move(position_x + 132, position_y + 66) sleep(700ms) user.mouse_drag_end()",,,games\company_of_heroes_2.talon
Global,seven o'clock," user.mouse_drag(1) sleep(100ms) position_x = user.query_mouse_position_x() position_y = user.query_mouse_position_y() mouse_move(position_x - 66, position_y + 132) sleep(700ms) user.mouse_drag_end()",,,games\company_of_heroes_2.talon
Global,eight o'clock," user.mouse_drag(1) sleep(100ms) position_x = user.query_mouse_position_x() position_y = user.query_mouse_position_y() mouse_move(position_x - 132, position_y + 66) sleep(700ms) user.mouse_drag_end()",,,games\company_of_heroes_2.talon
